id,tweet_text
1413,@AppleSupport The Control Centre needs a major redesign. Too cluttered #16
1414,@AppleSupport Apple One subscription charged me but I can't access Apple TV+ #15
1415,@AppleSupport You guys are amazing! Best tech support in the industry! #15
1416,"@AppleSupport Sign-in loop: enters password, goes back to login screen #14"
1417,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #17
1418,@AppleSupport App purchase failed but my card was charged. No receipt received #15
1419,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1420,@AppleSupport Is the iPhone 15 waterproof? What rating?
1421,@AppleSupport My Apple ID is linked to an old email I no longer have access to #15
1422,@AppleSupport Stage Manager on iPad is confusing. Really needs a tutorial #15
1423,@AppleSupport iCloud sync stopped working — my photos aren't backing up #15
1424,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #17
1425,@AppleSupport Face ID not working in cold weather. Is this a known bug? #14
1426,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #16
1427,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1428,@AppleSupport When will the next macOS update be released? #16
1429,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #14
1430,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1431,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #14
1432,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #14
1433,@AppleSupport My iPhone 15 keeps crashing every time I open the camera!
1434,@AppleSupport My Apple Watch won't pair with my new iPhone 15
1435,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #14
1436,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #15
1437,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #14
1438,@AppleSupport iCloud storage downgraded automatically but still charged full price #15
1439,@AppleSupport App Store shows error 'Cannot connect to App Store' on my iPad #17
1440,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #16
1441,@AppleSupport How do I transfer data from my Android to my new iPhone 15?
1442,@AppleSupport Home button feels sticky and sometimes doesn't respond #14
1443,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #14
1444,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #16
1445,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1446,@AppleSupport iCloud storage downgraded automatically but still charged full price #15
1447,@AppleSupport Accidental in-app purchase made by my kid. Can you help with a refund? #17
1448,@AppleSupport How long does an account recovery request take? Been 3 days #17
1449,@AppleSupport I changed my phone number and now can't receive 2FA codes #16
1450,"@AppleSupport Sign-in loop: enters password, goes back to login screen #16"
1451,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #17
1452,@AppleSupport My MacBook Pro won't start after the latest macOS update #16
1453,@AppleSupport App Store shows error 'Cannot connect to App Store' on my iPad #16
1454,@AppleSupport I forgot my Apple ID email address and can't recover my account #15
1455,@AppleSupport Is the Apple Store on 5th Ave open on Christmas? #14
1456,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #17
1457,@AppleSupport My account was disabled without warning. I never violated any terms! #14
1458,@AppleSupport Verification code not coming through even after 3 attempts #15
1459,@AppleSupport Love the new iOS update! Dark mode looks incredible 🖤 #15
1460,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #14
1461,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1462,@AppleSupport Is the M2 chip compatible with Rosetta 2 apps? #17
1463,@AppleSupport I forgot my Apple ID email address and can't recover my account #15
1464,@AppleSupport You guys are amazing! Best tech support in the industry! #17
1465,@AppleSupport How do I transfer data from my Android to my new iPhone 16?
1466,@AppleSupport Password keeps getting rejected even though I know it's correct #14
1467,@AppleSupport Purchased wrong app — can I get a refund within 24 hours? #14
1468,@AppleSupport I forgot my Apple ID email address and can't recover my account #14
1469,@AppleSupport My account was disabled without warning. I never violated any terms! #15
1470,@AppleSupport Please add calculator to iPad. Can't believe it's still missing #17
1471,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #16
1472,@AppleSupport Can I use my AirPods with a non-Apple device? #14
1473,@AppleSupport Purchased wrong app — can I get a refund within 24 hours? #17
1474,@AppleSupport How long does an account recovery request take? Been 3 days #14
1475,@AppleSupport Apple One subscription charged me but I can't access Apple TV+ #16
1476,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #15
1477,@AppleSupport iTunes gift card balance disappeared from my account #17
1478,@AppleSupport The Control Centre needs a major redesign. Too cluttered #14
1479,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1480,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #15
1481,@AppleSupport I changed my phone number and now can't receive 2FA codes #16
1482,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1483,@AppleSupport Home button feels sticky and sometimes doesn't respond #15
1484,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #15
1485,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #14
1486,@AppleSupport How long does an account recovery request take? Been 3 days #14
1487,@AppleSupport Find My network shows my Mac as offline even though it's on #17
1488,@AppleSupport My iPhone overheats significantly when charging and using Maps #17
1489,@AppleSupport My account was disabled without warning. I never violated any terms! #17
1490,@AppleSupport When will the next macOS update be released? #17
1491,@AppleSupport iCloud sync stopped working — my photos aren't backing up #17
1492,@AppleSupport Shoutout to the genius bar staff at NYC 5th Ave #15
1493,@AppleSupport I changed my phone number and now can't receive 2FA codes #16
1494,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #14
1495,@AppleSupport Verification code not coming through even after 3 attempts #15
1496,@AppleSupport Is the M2 chip compatible with Rosetta 2 apps? #14
1497,"@AppleSupport Sign-in loop: enters password, goes back to login screen #16"
1498,@AppleSupport Apple Pencil latency is imperceptible now. Artists will love this #14
1499,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #14
1500,@AppleSupport I was double-billed for iCloud+ storage this month #15
1501,@AppleSupport I was double-billed for iCloud+ storage this month #17
1502,@AppleSupport My Apple Watch won't pair with my new iPhone 16
1503,@AppleSupport Bought an app that doesn't work as described. How do I get a refund? #15
1504,@AppleSupport Hi Apple! Can you sponsor my YouTube channel? #17
1505,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1506,@AppleSupport Is Apple Care+ worth it for iPhone 14? #14
1507,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1508,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #17
1509,@AppleSupport Find My network shows my Mac as offline even though it's on #17
1510,@AppleSupport Accidental in-app purchase made by my kid. Can you help with a refund? #17
1511,@AppleSupport Password keeps getting rejected even though I know it's correct #16
1512,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #15
1513,@AppleSupport My account was disabled without warning. I never violated any terms! #17
1514,@AppleSupport How long does an account recovery request take? Been 3 days #16
1515,@AppleSupport Purchased wrong app — can I get a refund within 24 hours? #17
1516,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #17
1517,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #14
1518,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #15
1519,@AppleSupport Can I get a job at Apple? #16
1520,@AppleSupport Does Apple offer student discounts on MacBooks? #14
1521,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1522,@AppleSupport Home button feels sticky and sometimes doesn't respond #15
1523,"@AppleSupport Sign-in loop: enters password, goes back to login screen #14"
1524,@AppleSupport iTunes gift card balance disappeared from my account #17
1525,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #16
1526,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #14
1527,@AppleSupport Verification code not coming through even after 3 attempts #15
1528,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #14
1529,@AppleSupport I was charged twice for the same app purchase! Need a refund #15
1530,@AppleSupport How do I apply to be an Apple beta tester? #17
1531,@AppleSupport How do I transfer data from my Android to my new iPhone 16?
1532,@AppleSupport My account was disabled without warning. I never violated any terms! #17
1533,@AppleSupport Is the Apple Store on 5th Ave open on Christmas? #14
1534,@AppleSupport Data breach! My personal photos are being shared without my consent!
1535,@AppleSupport The Control Centre needs a major redesign. Too cluttered #16
1536,@AppleSupport Can I use my AirPods with a non-Apple device? #14
1537,@AppleSupport Two-factor authentication is not sending a code to my phone #17
1538,@AppleSupport Purchased wrong app — can I get a refund within 24 hours? #17
1539,@AppleSupport My Apple ID is linked to an old email I no longer have access to #15
1540,@AppleSupport My Apple Watch won't pair with my new iPhone 16
1541,@AppleSupport My iPhone overheats significantly when charging and using Maps #16
1542,@AppleSupport What's the maximum iCloud storage plan available? #14
1543,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #17
1544,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1545,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #14
1546,@AppleSupport iCloud storage downgraded automatically but still charged full price #14
1547,@AppleSupport I changed my phone number and now can't receive 2FA codes #17
1548,@AppleSupport I received a refund email but it hasn't appeared in my bank account #17
1549,@AppleSupport My Apple Pay transaction failed but money left my account #14
1550,@AppleSupport Family sharing isn't working but each member is being charged separately #15
1551,@AppleSupport I changed my phone number and now can't receive 2FA codes #16
1552,@AppleSupport Does the new iPad Pro support the Apple Pencil 2nd gen? #15
1553,@AppleSupport Your hold music is actually pretty good lol #17
1554,@AppleSupport AirDrop speed is incredible. Transferred 4GB in seconds #17
1555,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #14
1556,@AppleSupport My iPhone 15 keeps crashing every time I open the camera!
1557,@AppleSupport I was charged twice for the same app purchase! Need a refund #17
1558,@AppleSupport My iPhone speaker has distortion at high volumes after iOS update #16
1559,@AppleSupport What charities does Apple support? #14
1560,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #15
1561,@AppleSupport I was double-billed for iCloud+ storage this month #17
1562,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #14
1563,@AppleSupport Two-factor authentication is not sending a code to my phone #15
1564,@AppleSupport My MacBook Pro won't start after the latest macOS update #16
1565,"@AppleSupport I've been locked out for 30 days, I'm losing my small business over this"
1566,@AppleSupport iCloud sync stopped working — my photos aren't backing up #14
1567,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #14
1568,@AppleSupport iTunes gift card balance disappeared from my account #17
1569,@AppleSupport Absolutely love how fast Face ID is on iPhone 16 🔥 #16
1570,@AppleSupport I changed my phone number and now can't receive 2FA codes #16
1571,@AppleSupport My AirTag shows 'Not Reachable' even though it's right next to me #14
1572,@AppleSupport When will the next macOS update be released? #17
1573,@AppleSupport Two-factor authentication is not sending a code to my phone #15
1574,@AppleSupport My screen is unresponsive after the recent update. Had to hard reset #15
1575,@AppleSupport Face ID not working in cold weather. Is this a known bug? #17
1576,@AppleSupport Love the new iOS update! Dark mode looks incredible 🖤 #16
1577,@AppleSupport What countries support eSIM for iPhone 17?
1578,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #17
1579,@AppleSupport Does Apple Watch Series 8 work without an iPhone nearby? #17
1580,@AppleSupport Face ID not working in cold weather. Is this a known bug? #17
1581,@AppleSupport Podcasts app keeps crashing mid-episode. Tried reinstalling #16
1582,@AppleSupport I received a refund email but it hasn't appeared in my bank account #14
1583,@AppleSupport My subscription was renewed even after I cancelled it last month #17
1584,@AppleSupport What countries support eSIM for iPhone 17?
1585,@AppleSupport iOS 14 update broke my WiFi. I can't connect to any network now.
1586,@AppleSupport How do I enable Screen Time for my child's device? #15
1587,@AppleSupport My subscription was renewed even after I cancelled it last month #14
1588,@AppleSupport Find My network shows my Mac as offline even though it's on #15
1589,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1590,@AppleSupport Two-factor authentication is not sending a code to my phone #14
1591,@AppleSupport I forgot my Apple ID email address and can't recover my account #14
1592,@AppleSupport Messages not delivering on my iPhone. Shows sent but never received #15
1593,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #17
1594,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #14
1595,@AppleSupport Is Apple Care+ worth it for iPhone 15? #15
1596,@AppleSupport Family sharing isn't working but each member is being charged separately #14
1597,@AppleSupport What charities does Apple support? #14
1598,@AppleSupport How many devices can share one Apple Music family plan? #16
1599,@AppleSupport iTunes gift card balance disappeared from my account #15
1600,@AppleSupport I forgot my Apple ID email address and can't recover my account #16
1601,@AppleSupport My iPhone battery drains from 100% to 0% in 3 hours since iOS update #15
1602,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #14
1603,@AppleSupport Password keeps getting rejected even though I know it's correct #15
1604,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #15
1605,@AppleSupport I'm considering legal action against Apple for this unauthorized charge of $500
1606,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #14
1607,@AppleSupport Stage Manager on iPad is confusing. Really needs a tutorial #16
1608,@AppleSupport Please add calculator to iPad. Can't believe it's still missing #17
1609,@AppleSupport Is Apple Care+ worth it for iPhone 16? #16
1610,@AppleSupport Apple One subscription charged me but I can't access Apple TV+ #16
1611,@AppleSupport The new Dynamic Island is so cool! Great design choice #14
1612,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #16
1613,"@AppleSupport Sign-in loop: enters password, goes back to login screen #17"
1614,@AppleSupport iCloud storage downgraded automatically but still charged full price #16
1615,@AppleSupport How do I transfer data from my Android to my new iPhone 16?
1616,@AppleSupport FRAUD! Someone made unauthorized purchases on my account! This is identity theft!
1617,@AppleSupport My iPhone overheats significantly when charging and using Maps #17
1618,@AppleSupport iOS 16 update broke my WiFi. I can't connect to any network now.
1619,@AppleSupport Night Mode camera is absolutely stunning. Best phone camera ever #15
1620,@AppleSupport My account was disabled without warning. I never violated any terms! #14
1621,@AppleSupport iOS 15 update broke my WiFi. I can't connect to any network now.
1622,@AppleSupport Please bring back the headphone jack! Missing it so much #16
1623,@AppleSupport Would love multi-window support on iPhone like iPad has #14
1624,@AppleSupport I changed my phone number and now can't receive 2FA codes #14
1625,@AppleSupport Home button feels sticky and sometimes doesn't respond #14
1626,@AppleSupport App Store shows error 'Cannot connect to App Store' on my iPad #15
1627,@AppleSupport I can't log into my Apple ID! It says my account is locked. Please help!
1628,@AppleSupport Absolutely love how fast Face ID is on iPhone 15 🔥 #15
1629,@AppleSupport How long does an account recovery request take? Been 3 days #17
1630,@AppleSupport I was charged twice for the same app purchase! Need a refund #15
1631,@AppleSupport My iPhone 16 keeps crashing every time I open the camera!
1632,@AppleSupport I wish the iPhone had a USB-C port. Why stick with Lightning? #17
1633,@AppleSupport My MacBook Pro won't start after the latest macOS update #16
1634,@AppleSupport Accidental in-app purchase made by my kid. Can you help with a refund? #14
1635,@AppleSupport What's the maximum iCloud storage plan available? #17
1636,@AppleSupport How many devices can share one Apple Music family plan? #14
1637,@AppleSupport Is the iPhone 14 waterproof? What rating?
1638,@AppleSupport Verification code not coming through even after 3 attempts #16
1639,@AppleSupport I was charged twice for the same app purchase! Need a refund #17
1640,@AppleSupport How do I merge two Apple ID accounts? I accidentally created two #16
1641,@AppleSupport My Apple Pay transaction failed but money left my account #15
1642,@AppleSupport Touch ID stopped recognizing my fingerprint out of nowhere #16
1643,@AppleSupport My Apple Pay transaction failed but money left my account #16
1644,@AppleSupport You guys are amazing! Best tech support in the industry! #17
1645,@AppleSupport I wish the iPhone had a USB-C port. Why stick with Lightning? #17
1646,@AppleSupport Please add calculator to iPad. Can't believe it's still missing #17
1647,"@AppleSupport Sign-in loop: enters password, goes back to login screen #14"
1648,@AppleSupport iCloud sync stopped working — my photos aren't backing up #17
1649,@AppleSupport iOS 15 update broke my WiFi. I can't connect to any network now.
1650,@AppleSupport Home button feels sticky and sometimes doesn't respond #16
1651,@AppleSupport Siri stopped working after I updated to the latest iOS. Doesn't respond #16
1652,@AppleSupport My Apple ID password reset email never arrived. What should I do?
1653,@AppleSupport Face ID not working in cold weather. Is this a known bug? #16
1654,@AppleSupport My account was disabled without warning. I never violated any terms! #15
1655,@AppleSupport Is the iPhone 14 waterproof? What rating?
1656,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #15
1657,@AppleSupport I cancelled Apple Music 2 weeks ago but still getting charged #17
1658,@AppleSupport My MacBook Pro won't start after the latest macOS update #14
1659,@AppleSupport Absolutely love how fast Face ID is on iPhone 17 🔥 #17
1660,@AppleSupport Does Tim Cook read these tweets? #15
1661,@AppleSupport I'm considering legal action against Apple for this unauthorized charge of $500
1662,"@AppleSupport Sign-in loop: enters password, goes back to login screen #15"
1663,@AppleSupport Face ID not working in cold weather. Is this a known bug? #17
1664,@AppleSupport My Apple Pay transaction failed but money left my account #16
1665,@AppleSupport I'm locked out of my account. I've tried everything and nothing works!
1666,@AppleSupport My account shows 'suspicious activity' but I haven't done anything #15
1667,@AppleSupport My Apple ID is linked to an old email I no longer have access to #17
1668,@AppleSupport Home button feels sticky and sometimes doesn't respond #16
1669,@AppleSupport Password keeps getting rejected even though I know it's correct #14
1670,@AppleSupport iTunes gift card balance disappeared from my account #15
1671,@AppleSupport Apple Pencil latency is imperceptible now. Artists will love this #16
1672,@AppleSupport Apple One subscription charged me but I can't access Apple TV+ #14
1673,@AppleSupport Accidental in-app purchase made by my kid. Can you help with a refund? #17
1674,@AppleSupport My MacBook Pro won't start after the latest macOS update #16
1675,@AppleSupport FRAUD! Someone made unauthorized purchases on my account! This is identity theft!
1676,@AppleSupport My iPhone speaker has distortion at high volumes after iOS update #16
1677,@AppleSupport What's the maximum iCloud storage plan available? #17
1678,@AppleSupport Safari crashes immediately on my Mac when visiting most websites #16
1679,@AppleSupport My account was disabled without warning. I never violated any terms! #15
1680,@AppleSupport My iPhone 14 keeps crashing every time I open the camera!
1681,@AppleSupport Bluetooth keeps disconnecting on my AirPods Pro every 5 minutes #15
1682,@AppleSupport Fraudulent charges of $800 on my Apple account. Will dispute with my bank and attorney
1683,@AppleSupport How long does an account recovery request take? Been 3 days #14
